sl_no,Product_name,Review,Rating,Polarity,Predicted_Sentiment,stemmed_content,Sentiment
283,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",My review After using 3 days Camera- 2/5Battery- 5/5 because of fast chargerDISPLAY-3/5 because no FHD+ DisplayPerformanc-4/5Back panel and build quality is weak😡😡,3,0.2,Positive,review use day camera batteri fast chargerdisplay fhd displayperformanc back panel build qualiti weak,Neutral
284,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)","Please Don't Buy This Phone.This is totally waste of money.I was excited to see my phone 50 mp phone's camera but camera is very bad.In this phone software is very different from any other realme phone.In this phone there is no one app of photos and videos.In this phone settings is very different from any other realme phone.In this phone there is no app lock and no hide apps settings.And there is no option of return in it, so that's why I could not even return this phone.Please Don't ...",1,0.017857142857142856,Positive,pleas buy phone total wast money excit see phone mp phone camera camera bad phone softwar differ realm phone phone one app photo video phone set differ realm phone phone app lock hide app set option return could even return phone pleas,Negative
285,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)","This is best budget phone.... Poco C31, and order this product because I have Poco M2 Reloaded, i was gift this phone to my sister on her birthday, she loved it Thanks Flipkart for fast delivery Thanks Poco Team",4,0.4600000000000001,Positive,best budget phone poco c order product poco reload gift phone sister birthday love thank flipkart fast deliveri thank poco team,Positive
286,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Pros : 1. Colour and design.2. Big display at low price.3. Camera as expected at this price range.4. Battery is good. Lasting almost 1.5 days.Cons : 1. Working slow.2. Ram management is not upto the mark.3. Camera is not good comparison to Redmi and Realme. Redmi and realme click far better than this mobile at this price.4. Not for gaming.5. Missing back cover in the package. At this price other companies provides back covers.,3,0.04374999999999999,Positive,pro colour design big display low price camera expect price rang batteri good last almost day con work slow ram manag upto mark camera good comparison redmi realm redmi realm click far better mobil price game miss back cover packag price compani provid back cover,Neutral
287,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Budget mobile,5,0.0,Neutral,budget mobil,Positive
288,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Camera quality is good,5,0.7,Positive,camera qualiti good,Positive
289,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Vary good product POCO C31Good,5,0.7,Positive,vari good product poco c good,Positive
290,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Superb,5,1.0,Positive,superb,Positive
291,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Nice products👍 thanks Filipcard,5,0.4,Positive,nice product thank filipcard,Positive
292,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Not bad,4,0.3499999999999999,Positive,bad,Positive
293,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Very good ptoduct,5,0.9099999999999999,Positive,good ptoduct,Positive
294,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Nice mobile,5,0.6,Positive,nice mobil,Positive
295,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Very nice and excellent product considering its price. Perfect 🥰. But camera doesn't seem to be of 50mp as claimed. But overall excellent product.,5,0.756,Positive,nice excel product consid price perfect camera seem mp claim overal excel product,Positive
296,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)","This smart phone is the best smartphone in this price range. This phone is really value for money phone.Camera- 8/10Best 50MP AI triple camera with 2 MP depth and 2 MP macro camera. Image quality is better than any other smartphone in this price range. Max 1080p full hd video also record by rear camera. HDR and night mode support in the camera8 MP Front camera pic quality is better in this price range comes with front screen flash, HDR mode, ai face beautification.Max 720p video record b...",5,0.3770408163265306,Positive,smart phone best smartphon price rang phone realli valu money phone camera best mp ai tripl camera mp depth mp macro camera imag qualiti better smartphon price rang max p full hd video also record rear camera hdr night mode support camera mp front camera pic qualiti better price rang come front screen flash hdr mode ai face beautif max p video record b,Positive
297,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",I have been using this phone since 5 months. fast performance. processor is very good. battery is very good. camera is okay not very good. good purchase. it is cheaper than other phones of the same configuration,5,0.3532211538461538,Positive,use phone sinc month fast perform processor good batteri good camera okay good good purchas cheaper phone configur,Positive
298,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)","The build of the phone is very good and packaging was very good but transparent cover was not given by seller and the front camera is worth 8mp but the rear camera is not worth 50mp.It also does not have many applications likePhoto Gallery,Security Scanner,File Manager,Speed Connection etc.Overall, I would like to give 4 star out of 5 star.",4,0.49399999999999994,Positive,build phone good packag good transpar cover given seller front camera worth mp rear camera worth mp also mani applic likephoto galleri secur scanner file manag speed connect etc overal would like give star star,Positive
299,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Mobile ok,4,0.5,Positive,mobil ok,Positive
300,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Poor camera quality Infact same time not working Poor displayPoor performanceNothing is good in this set,1,-0.025000000000000022,Negative,poor camera qualiti infact time work poor displaypoor performancenoth good set,Negative
301,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Phone Is Value For Maney ..But Camera Is Bad Condition..,1,-0.6999999999999998,Negative,phone valu maney camera bad condit,Negative
302,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Osm mobile volue for money 🤑 realme is good company..and thak you so much .. flipkart very fast delivery 🚚,4,0.38666666666666666,Positive,osm mobil volu money realm good compani thak much flipkart fast deliveri,Positive
303,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Super camera at night,5,0.3333333333333333,Positive,super camera night,Positive
304,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Nice phone... best 😍,5,0.8,Positive,nice phone best,Positive
305,LAVA Gem  (Blue Gold S),It's Super Performance for any old age at home. I brought for my Father and he liked a lot. Super Lava in basic phone. Nothing to think more juts go for it...i loved a lot.. I got for (1300) lesser as seen in other apps.. Thanks to Flipkart for low prices,5,0.24015151515151514,Positive,super perform old age home brought father like lot super lava basic phone noth think jut go love lot got lesser seen app thank flipkart low price,Positive
306,LAVA Gem  (Blue Gold S),Everything's Good....sound quality aswm....❤❤👍👍👍👍👌👌👌..delivery service good...thnx flipcrd...,5,0.0,Neutral,everyth good sound qualiti aswm deliveri servic good thnx flipcrd,Positive
307,LAVA Gem  (Blue Gold S),Looking so nice and best mobile in keypad set awesome mobile phone. So smoothly use this phone.,5,0.75,Positive,look nice best mobil keypad set awesom mobil phone smoothli use phone,Positive
308,LAVA Gem  (Blue Gold S),Good mobile,4,0.7,Positive,good mobil,Positive
309,LAVA Gem  (Blue Gold S),"Low budget phone , Performance and battery is good .camera is not good but better under this low budget.Average display screen..Purchased this Device for my father ,and he'd liked it.",4,0.24166666666666667,Positive,low budget phone perform batteri good camera good better low budget averag display screen purchas devic father like,Positive
310,LAVA Gem  (Blue Gold S),"Excellent key pad phone ( Lava Gem) so far I have used.Its look is good, battery backup and sound quality is superb as well as it is easy to operate and above all its colour in blackish blue etc make an altogether attractive key pad phone now available in the market. Moreover, Flipkart delivery executive has delivered the product much earlier before the scheduled date.",5,0.37179487179487186,Positive,excel key pad phone lava gem far use look good batteri backup sound qualiti superb well easi oper colour blackish blue etc make altogeth attract key pad phone avail market moreov flipkart deliveri execut deliv product much earlier schedul date,Positive
311,LAVA Gem  (Blue Gold S),This phone is very nice.,5,0.78,Positive,phone nice,Positive
312,LAVA Gem  (Blue Gold S),Buy without any hesitation,5,0.0,Neutral,buy without hesit,Positive
313,LAVA Gem  (Blue Gold S),Good product....,4,0.7,Positive,good product,Positive
314,LAVA Gem  (Blue Gold S),Good phone,4,0.7,Positive,good phone,Positive
315,"APPLE iPhone SE (Red, 64 GB)",Great device. Let me tell the Pros..1. Superb build quality 2. Great display. 3. Camera is great in good lighting conditions 4. Processing is great. 5. Sound is superb. 6. Call quality is great. 7. Red colour looks superb.8. Portrait mode photography is Superb.,5,0.7363636363636364,Positive,great devic let tell pro superb build qualiti great display camera great good light condit process great sound superb call qualiti great red colour look superb portrait mode photographi superb,Positive
316,"APPLE iPhone SE (Red, 64 GB)","Who all loves older size i.e., 4.7 inch type should definitely go for this.  Nothing is better than XR, XS or 11. Best for price and usage.",5,0.41666666666666663,Positive,love older size e inch type definit go noth better xr xs best price usag,Positive
317,"APPLE iPhone SE (Red, 64 GB)",Can be surely preferred as your first iphone Value for money Some what battery is not sufficient but as we already know about the batteries of iphone Camera is up to mark but there is insufficiency of night mode wideangle mode but that’s ok its not a big deal Display performance is good enough Overall lookup is impressive and off course attractive Speakers are mind blowing dual speaker setup which is quite loud compared to others At this price range this phone is best if you are intere...,4,0.44090909090909086,Positive,sure prefer first iphon valu money batteri suffici alreadi know batteri iphon camera mark insuffici night mode wideangl mode ok big deal display perform good enough overal lookup impress cours attract speaker mind blow dual speaker setup quit loud compar other price rang phone best inter,Positive
